"entity_id","region_id","city","city_code"
,650,"Flandes","73275"
,650,"Fresno","73283"
,650,"Guamo","73319"
,650,"Herveo","73347"
,650,"Honda","73349"
,650,"Icononzo","73352"
,650,"Lérida","73408"
,650,"Líbano","73411"
,650,"San Sebastián De Mariquita","73443"
,650,"Melgar","73449"
,650,"Murillo","73461"
,650,"Natagaima","73483"
,650,"Ortega","73504"
,650,"Palocabildo","73520"
,650,"Piedras","73547"
,650,"Planadas","73555"
,650,"Prado","73563"
,650,"Purificación","73585"
,650,"Rioblanco","73616"
,650,"Roncesvalles","73622"
,650,"Rovira","73624"
,650,"Saldaña","73671"
,650,"San Antonio","73675"
,650,"San Luis","73678"
,650,"Santa Isabel","73686"
,650,"Suárez","73770"
,650,"Valle De San Juan","73854"
,650,"Venadillo","73861"
,650,"Villahermosa","73870"
,650,"Villarrica","73873"
,651,"Cali","76001"
,651,"Alcalá","76020"
,651,"Andalucía","76036"
,651,"Ansermanuevo","76041"
,651,"Argelia","76054"
,651,"Bolívar","76100"
,651,"Buenaventura","76109"
,651,"Guadalajara De Buga","76111"
,651,"Bugalagrande","76113"
,651,"Caicedonia","76122"
,651,"Calima","76126"
,651,"Candelaria","76130"
,651,"Cartago","76147"
,651,"Dagua","76233"
,651,"El Águila","76243"
,651,"El Cairo","76246"
,651,"El Cerrito","76248"
,651,"El Dovio","76250"
,651,"Florida","76275"
,651,"Ginebra","76306"
,651,"Guacarí","76318"
,651,"Jamundí","76364"
,651,"La Cumbre","76377"
,651,"La Unión","76400"
,651,"La Victoria","76403"
,651,"Obando","76497"
,651,"Palmira","76520"
,651,"Pradera","76563"
,651,"Restrepo","76606"
,651,"Riofrío","76616"
,651,"Roldanillo","76622"
,651,"San Pedro","76670"
,651,"Sevilla","76736"
,651,"Toro","76823"
,651,"Trujillo","76828"
,651,"Tuluá","76834"
,651,"Ulloa","76845"
,651,"Versalles","76863"
,651,"Vijes","76869"
,651,"Yotoco","76890"
,651,"Yumbo","76892"
,651,"Zarzal","76895"
,624,"Arauca","81001"
,624,"Arauquita","81065"
,624,"Cravo Norte","81220"
,624,"Fortul","81300"
,624,"Puerto Rondón","81591"
,624,"Saravena","81736"
,624,"Tame","81794"
,630,"Yopal","85001"
,630,"Aguazul","85010"
,630,"Chámeza","85015"
,630,"Hato Corozal","85125"
,630,"La Salina","85136"
,630,"Maní","85139"
,630,"Monterrey","85162"
,630,"Nunchía","85225"
,630,"Orocué","85230"
,630,"Paz De Ariporo","85250"
,630,"Pore","85263"
,630,"Recetor","85279"
,630,"Sabanalarga","85300"
,630,"Sácama","85315"
,630,"San Luis De Palenque","85325"
,630,"Támara","85400"
,630,"Tauramena","85410"
,630,"Trinidad","85430"
,630,"Villanueva","85440"
,644,"Mocoa","86001"
,644,"Colón","86219"
,644,"Orito","86320"
,644,"Puerto Asís","86568"
,644,"Puerto Caicedo","86569"
,644,"Puerto Guzmán","86571"
,644,"Puerto Leguízamo","86573"
,644,"Sibundoy","86749"
,644,"San Francisco","86755"
,644,"San Miguel","86757"
,644,"Santiago","86760"
,644,"Valle Del Guamuez","86865"
,644,"Villagarzón","86885"
,647,"San Andrés","88001"
,647,"Providencia","88564"
,622,"Leticia","91001"
,622,"El Encanto","91263"
,622,"La Chorrera","91405"
,622,"La Pedrera","91407"
,622,"La Victoria","91430"
,622,"Mirití - Paraná","91460"
,622,"Puerto Alegría","91530"
,622,"Puerto Arica","91536"
,622,"Puerto Nariño","91540"
,622,"Puerto Santander","91669"
,622,"Tarapacá","91798"
,636,"Inírida","94001"
,636,"Barrancominas","94343"
,636,"San Felipe","94883"
,636,"Puerto Colombia","94884"
,636,"La Guadalupe","94885"
,636,"Cacahual","94886"
,636,"Pana Pana","94887"
,636,"Morichal","94888"
,637,"San José Del Guaviare","95001"
,637,"Calamar","95015"
,637,"El Retorno","95025"
,637,"Miraflores","95200"
,652,"Mitú","97001"
,652,"Carurú","97161"
,652,"Pacoa","97511"
,652,"Taraira","97666"
,652,"Papunahua","97777"
,652,"Yavaraté","97889"
,653,"Puerto Carreño","99001"
,653,"La Primavera","99524"
,653,"Santa Rosalía","99624"
,653,"Cumaribo","99773"
